,age,income,frq,rcn,mnt,clothes,kitchen,small_appliances,toys,house_keeping,dependents,per_net_purchase,gender,education,status,description
6623,1950,86000,24,99,761,44,14,34,1,6,1,33,M,Graduation,Married,OK nice!
6624,1957,75241,15,49,391,47,13,28,10,1,1,28,M,Graduation,Divorced,Meh...
6625,1940,97952,32,29,1469,55,5,35,4,1,0,18,M,Graduation,Together,OK nice!
6626,1941,96245,36,89,1603,47,8,38,7,0,0,18,F,Master,Single,Take my money!!
6627,1976,55099,20,51,345,58,1,35,5,1,1,67,F,Graduation,Together,OK nice!
6628,1974,43390,5,472,18,43,5,45,2,5,1,32,M,2nd Cycle,Together,Horrible
6629,1954,114640,39,92,1734,22,22,26,7,23,1,29,M,1st Cycle,Married,OK nice!
6630,1982,50043,8,219,19,44,10,34,10,2,1,62,F,Graduation,Married,Meh...
6631,1963,62031,14,62,217,82,0,14,2,2,1,56,M,Graduation,Whatever,Meh...
6632,1944,104166,33,62,1536,62,1,29,1,7,0,14,M,Master,Widow,OK nice!
6633,1945,128928,40,85,1859,85,1,10,2,2,1,35,M,PhD,Divorced,OK nice!
6634,1948,99240,38,97,1860,55,2,39,2,2,0,14,M,Graduation,Married,Take my money!!
6635,1958,89730,19,64,661,51,6,25,6,11,1,18,M,Graduation,Married,Meh...
6636,1964,69619,13,85,148,81,1,16,0,2,1,49,M,Graduation,Together,Kind of OK
6637,1994,33178,8,532,19,20,36,40,0,4,1,41,M,1st Cycle,Together,OK nice!
6638,1977,61386,21,63,441,75,0,22,1,2,1,50,F,Graduation,Single,OK nice!
6639,1973,57748,9,42,91,47,9,38,1,5,1,51,M,1st Cycle,Single,Kind of OK
6640,1994,33221,11,98,119,15,48,12,9,16,0,39,M,1st Cycle,Single,OK nice!
6641,1942,84317,18,18,594,57,6,30,6,2,0,20,M,Graduation,Divorced,Meh...
6642,1990,44176,10,55,19,22,29,41,4,3,1,73,M,Graduation,Single,Kind of OK
6643,1964,68528,18,42,396,91,0,9,0,0,1,46,M,Master,Divorced,OK nice!
6644,1989,49523,7,96,65,20,26,13,23,17,0,35,M,2nd Cycle,Together,OK nice!
6645,1957,71510,35,21,1273,59,1,35,2,3,,46,F,Graduation,Together,OK nice!
6646,1947,83255,19,49,649,56,1,36,1,6,0,15,M,PhD,Together,Kind of OK
6647,1991,30510,12,21,59,7,36,34,21,3,1,61,M,2nd Cycle,Single,Meh...
6648,1970,69239,12,64,218,69,2,26,2,1,1,38,M,Master,Together,Kind of OK
6649,1939,101252,32,84,1345,53,3,35,4,5,0,27,M,Master,Divorced,Take my money!!
6650,1991,41701,15,5,154,33,0,33,20,13,1,69,M,Graduation,Single,Meh...
6651,1961,93701,25,30,895,75,6,14,1,4,1,33,M,Graduation,Married,OK nice!
6652,1965,75248,29,32,890,58,2,24,5,11,1,64,M,2nd Cycle,Together,Take my money!!
6653,1985,40326,12,33,90,30,5,37,21,7,1,59,M,2nd Cycle,Married,Kind of OK
6654,1970,52916,20,34,349,88,1,11,0,0,1,60,F,PhD,Married,Meh...
6655,1989,36948,14,83,89,58,2,32,4,4,1,72,M,Graduation,Together,Meh...
6656,1937,122018,35,22,1670,49,13,30,2,7,0,16,M,Graduation,Together,Take my money!!
6657,1972,46133,18,8,303,66,11,20,2,1,1,53,M,2nd Cycle,Married,OK nice!
6658,1949,84219,24,74,823,30,10,26,14,20,0,36,F,1st Cycle,Divorced,Kind of OK
6659,1983,56028,24,34,546,72,1,25,1,1,1,68,M,Graduation,Married,OK nice!
6660,1995,11437,6,47,27,3,29,12,26,30,0,40,M,1st Cycle,Single,OK nice!
6661,1951,114349,40,10,1861,50,17,10,16,8,1,31,M,2nd Cycle,Married,OK nice!
6662,1957,65065,13,9,300,58,6,27,7,2,1,25,M,Master,Together,Meh...
6663,1977,72589,13,72,186,76,1,16,0,7,1,56,M,Graduation,Married,Kind of OK
6664,1978,68318,9,10,75,75,1,19,2,3,,53,M,Graduation,Together,OK nice!
6665,1962,85518,24,18,762,62,2,24,11,1,1,38,F,Master,Single,OK nice!
6666,1936,106406,31,97,1401,40,6,44,6,4,0,17,F,Graduation,Married,OK nice!
6667,1987,44238,8,33,27,33,9,39,6,13,1,56,F,1st Cycle,Married,Kind of OK
6668,1940,100363,37,54,1659,55,6,21,16,2,0,24,F,Graduation,Divorced,OK nice!
6669,1950,101099,41,55,1723,40,8,32,6,14,0,46,F,Graduation,Married,OK nice!
6670,1981,48277,6,49,28,73,2,21,2,2,1,39,M,PhD,Married,OK nice!
6671,1972,56959,23,9,537,73,1,17,4,5,1,49,F,2nd Cycle,Married,Kind of OK
6672,1954,79687,29,76,961,51,5,38,3,3,0,41,M,Graduation,Together,OK nice!
6673,1937,98128,22,36,657,55,4,34,1,6,1,41,M,Master,Married,Kind of OK
6674,1958,89845,33,32,1349,71,3,13,9,4,1,25,M,2nd Cycle,Married,Take my money!!
6675,1988,49695,14,3,85,83,1,14,1,1,,71,M,PhD,Single,OK nice!
6676,1969,65322,23,18,548,91,0,8,0,1,1,52,M,Master,Married,Kind of OK
6677,1944,114909,43,5,2109,45,14,32,2,7,0,21,F,2nd Cycle,Divorced,Take my money!!
6678,1948,104730,37,50,1726,68,4,22,1,5,0,18,M,Graduation,,OK nice!
6679,1973,65052,21,94,540,65,3,29,1,1,0,41,M,Graduation,Married,OK nice!
6680,1943,115107,31,80,1537,28,5,55,6,6,0,7,M,1st Cycle,Divorced,Take my money!!
6681,1985,53202,12,56,66,11,9,48,6,27,1,75,M,1st Cycle,Together,OK nice!
6682,1973,50062,7,31,23,58,2,22,11,8,1,49,M,Graduation,Together,OK nice!
6683,1948,112061,49,79,2469,60,4,28,7,1,0,13,M,PhD,Widow,Take my money!!
6684,1973,61099,16,46,338,54,5,33,6,2,,35,M,Graduation,Together,Kind of OK
6685,1969,58829,9,96,53,84,0,13,3,0,1,51,M,Master,Together,Meh...
6686,1950,101237,33,44,1338,52,8,28,3,9,1,32,M,Graduation,Together,OK nice!
6687,1953,109997,21,10,833,42,2,38,1,17,1,21,F,Graduation,Single,OK nice!
6688,1988,37863,9,13,42,31,8,42,9,10,1,43,F,Graduation,Married,Meh...
6689,1976,39917,7,68,48,57,3,19,14,7,1,36,M,Master,Widow,Meh...
6690,1976,40612,11,6,72,80,0,16,1,3,1,46,M,Graduation,Together,OK nice!
6691,1961,79987,27,88,839,39,17,34,3,7,1,58,M,Graduation,Single,OK nice!
6692,1958,72977,16,85,296,35,7,35,12,11,0,52,M,2nd Cycle,Single,Kind of OK
6693,1986,46104,7,501,10,73,5,19,2,1,1,68,M,Master,Married,Meh...
6694,1987,48981,7,52,15,70,5,23,1,1,1,61,F,Master,Single,Kind of OK
6695,1947,81359,24,52,946,59,1,33,3,4,0,15,M,PhD,Married,OK nice!
6696,1937,103239,24,15,952,41,5,51,1,2,0,15,M,Graduation,Together,Meh...
6697,1985,39057,9,10,45,21,20,46,10,3,1,46,M,2nd Cycle,Married,Meh...
6698,1985,31761,10,3,25,22,18,48,1,10,1,63,M,2nd Cycle,Single,Kind of OK
6699,1966,80671,20,73,493,93,0,5,1,1,1,41,M,Master,Single,OK nice!
6700,1950,,33,60,1276,68,4,21,3,4,1,34,M,Graduation,Together,OK nice!
6701,1986,44279,12,21,75,38,1,54,3,4,1,62,F,Graduation,Single,Meh...
6702,1979,62688,15,5,153,71,7,18,0,3,1,74,M,Graduation,Single,Meh...
6703,1989,26402,12,57,51,30,11,30,16,14,1,67,M,1st Cycle,Together,OK nice!
6704,1940,117134,49,77,2407,83,0,15,1,1,0,15,F,Master,Widow,OK nice!
6705,1957,84001,20,79,602,57,6,32,5,0,1,34,F,Graduation,Divorced,Kind of OK
6706,1977,48397,8,73,71,40,5,39,8,8,1,37,F,1st Cycle,Together,Kind of OK
6707,1954,84985,31,61,1077,80,4,11,4,1,1,38,M,Graduation,Married,Take my money!!
6708,1986,44526,10,425,20,49,8,36,2,6,1,73,M,2nd Cycle,Single,Kind of OK
6709,1991,17234,9,82,19,26,11,32,21,10,1,52,F,Graduation,Single,Kind of OK
6710,1987,39076,8,18,27,32,23,39,0,6,1,61,F,Graduation,Single,Meh...
6711,1979,69946,9,28,40,35,2,41,0,21,1,70,M,1st Cycle,Married,OK nice!
6712,1949,82779,20,51,773,40,7,45,4,3,0,11,M,PhD,Married,Kind of OK
6713,1987,38787,12,21,59,61,3,30,2,4,1,69,F,Graduation,Married,OK nice!
6714,1995,10000,10,29,30,13,5,19,21,42,1,62,F,1st Cycle,Single,Meh...
6715,1961,71722,22,65,538,86,2,11,0,1,1,58,M,Graduation,Single,Meh...
6716,1968,66235,10,59,91,12,16,44,9,19,1,47,M,Graduation,Married,OK nice!
6717,1952,96155,28,34,1010,70,2,17,5,6,1,40,M,2nd Cycle,Married,OK nice!
6718,1954,90292,31,99,1077,85,1,13,0,1,1,40,F,Master,Together,Take my money!!
6719,1972,62520,25,15,768,52,2,30,12,4,1,38,M,Graduation,Together,Kind of OK
6720,1955,88860,22,33,836,69,3,25,3,0,0,20,M,Graduation,Single,OK nice!
6721,1969,52314,10,33,90,57,2,34,4,3,1,49,M,Graduation,Single,Meh...
6722,1954,97128,26,38,1089,51,13,21,6,9,0,19,M,1st Cycle,Together,OK nice!
6723,1957,83437,18,76,545,59,3,26,5,7,1,30,M,Graduation,Together,OK nice!
6724,1975,41538,10,69,31,63,0,32,3,1,1,61,F,Graduation,Married,OK nice!
6725,1967,79172,13,44,254,69,4,20,6,1,1,41,F,Graduation,Divorced,OK nice!
6726,1971,72197,24,65,706,47,11,20,7,15,1,39,M,Master,Married,Meh...
6727,1967,84810,21,49,481,77,2,18,2,1,1,58,M,Graduation,Married,Kind of OK
6728,1989,30469,10,67,63,52,11,20,8,10,1,37,M,Graduation,Married,Meh...
6729,1981,60767,13,9,121,47,16,24,1,12,0,67,F,Master,Married,Meh...
6730,1938,120042,42,35,2107,31,22,23,1,23,0,7,M,2nd Cycle,Married,Take my money!!
6731,1936,108063,31,19,1410,69,2,24,2,3,0,18,M,Master,Together,Take my money!!
6732,1949,99858,23,13,651,80,3,14,0,2,1,55,M,PhD,Married,Kind of OK
6733,1968,55186,15,98,255,61,3,31,4,1,1,38,M,2nd Cycle,Married,OK nice!
6734,1991,26647,8,274,18,19,35,31,1,14,1,45,M,Graduation,Single,OK nice!
6735,1959,76405,26,61,890,40,9,37,12,2,1,32,M,Graduation,,Take my money!!
6736,1971,62194,9,59,65,68,0,30,2,0,1,48,F,Graduation,Married,OK nice!
6737,1964,80123,23,92,644,78,2,17,2,1,1,40,M,Graduation,Divorced,Meh...
6738,1983,27791,12,28,65,40,8,32,14,6,1,60,F,1st Cycle,Married,OK nice!
6739,1959,100676,31,56,1338,53,7,28,6,6,,30,M,Graduation,Single,Take my money!!
6740,1996,17445,8,29,20,10,4,37,10,39,0,54,F,1st Cycle,Single,Kind of OK
6741,1979,39644,8,80,25,25,6,47,13,9,1,53,M,Graduation,Married,Kind of OK
6742,1939,93885,30,7,1342,40,8,37,4,11,0,13,F,Graduation,Married,Take my money!!
6743,1982,42120,11,10,51,46,4,45,4,1,1,64,M,,Married,Meh...
6744,1948,72989,17,62,594,11,15,53,15,6,0,12,M,Graduation,Married,Kind of OK
6745,1971,83844,33,89,1210,55,4,31,6,4,1,53,F,2nd Cycle,Divorced,Take my money!!
6746,1941,116717,34,30,1669,60,5,26,8,0,0,12,M,Graduation,Divorced,OK nice!
6747,1983,52751,9,7,64,50,8,36,5,2,1,58,F,Graduation,Together,Meh...
6748,1954,71969,25,21,827,75,2,20,0,3,1,26,M,Graduation,Married,OK nice!
6749,1953,74181,31,40,1207,78,0,13,7,1,0,34,F,Graduation,Married,Take my money!!
6750,1953,90547,25,63,963,55,0,37,5,3,1,26,M,Master,Married,Meh...
6751,1970,53427,14,54,150,86,0,11,2,0,1,59,M,Graduation,Married,Kind of OK
6752,1940,92233,18,30,650,31,24,19,19,7,0,14,F,Graduation,Divorced,Meh...
6753,1960,69095,5,90,29,63,6,28,1,2,1,38,M,Graduation,Married,Kind of OK
6754,1984,46431,7,365,20,22,11,58,6,3,0,51,M,2nd Cycle,Single,Kind of OK
6755,1942,126870,38,56,1660,43,15,27,1,14,0,41,M,Graduation,Widow,OK nice!
6756,1946,111375,33,36,1607,47,9,35,5,4,0,12,M,PhD,Married,Take my money!!
6757,1942,125865,33,73,1603,36,2,42,6,13,0,15,F,Graduation,Together,OK nice!
6758,1978,52736,19,54,344,48,1,43,1,7,1,56,M,Graduation,Together,Meh...
6759,1979,60635,9,51,65,46,4,46,3,2,1,50,M,Master,Married,OK nice!
6760,1991,16892,7,88,21,13,21,31,29,6,1,48,F,Graduation,Single,OK nice!
6761,1959,87755,29,15,1203,80,1,12,3,4,0,21,F,Master,Married,Take my money!!
6762,1978,33292,7,64,19,42,8,37,3,10,,46,F,Graduation,Married,Meh...
6763,1978,59012,8,78,41,66,2,27,2,3,1,57,M,Graduation,Together,Meh...
6764,1942,99577,25,27,1092,18,35,26,13,8,0,13,M,1st Cycle,Single,Meh...
6765,1952,90614,36,68,1599,55,11,23,10,2,0,24,M,2nd Cycle,Together,Take my money!!
6766,1974,64247,14,39,184,53,2,36,5,4,1,58,F,2nd Cycle,Married,OK nice!
6767,1979,62966,22,96,441,75,2,21,1,2,1,66,F,Graduation,Married,Kind of OK
6768,1979,46893,11,45,65,61,5,27,5,2,1,63,F,Graduation,Married,Meh...
6769,1953,91453,24,70,765,70,8,14,5,3,1,37,F,Graduation,Divorced,Kind of OK
6770,1959,73129,18,73,492,49,8,34,5,4,,37,M,Graduation,Married,OK nice!
6771,1968,63744,13,30,154,80,1,17,1,0,1,55,M,Graduation,Widow,Meh...
6772,1965,52354,8,204,19,58,7,26,2,7,1,67,M,Graduation,Married,OK nice!
6773,1938,110142,41,13,2046,24,7,49,13,7,0,7,M,1st Cycle,Married,Take my money!!
6774,1951,96641,40,76,1668,76,2,19,3,0,1,31,F,Graduation,Single,Take my money!!
6775,1947,119774,38,49,1921,33,19,30,5,13,0,10,F,2nd Cycle,Divorced,Take my money!!
6776,1952,107501,23,78,833,47,7,27,12,7,1,35,M,2nd Cycle,Together,OK nice!
6777,1965,69757,26,7,655,97,0,3,0,0,1,54,M,PhD,Divorced,Take my money!!
6778,1976,51834,10,7,55,66,6,20,5,3,1,57,M,Graduation,Together,Meh...
6779,1976,52366,7,340,20,87,0,12,0,0,1,53,F,PhD,Single,Meh...
6780,1988,21288,11,81,42,57,3,35,1,4,1,64,M,Graduation,Married,Meh...
6781,1947,91576,33,56,1532,60,0,33,5,2,0,12,M,Master,Together,OK nice!
6782,1991,28425,9,226,13,6,13,26,9,46,1,66,M,Graduation,Single,OK nice!
6783,1963,76104,22,77,709,72,3,19,5,1,0,38,F,Graduation,Together,OK nice!
6784,1985,55385,22,8,484,52,2,37,0,9,1,58,M,PhD,Single,OK nice!
6785,1937,140628,51,36,2589,39,7,40,6,8,0,18,M,2nd Cycle,Widow,Take my money!!
6786,1988,42112,9,67,32,38,7,38,13,4,1,56,F,Graduation,,OK nice!
6787,1965,65707,8,33,47,45,5,32,6,12,1,49,M,2nd Cycle,Divorced,OK nice!
6788,1989,34281,12,17,46,41,1,45,2,10,1,67,F,Graduation,Single,Kind of OK
6789,1990,43218,9,11,41,50,15,13,1,22,0,56,M,1st Cycle,Single,Kind of OK
6790,1958,100323,16,24,386,57,2,20,17,5,1,52,M,Graduation,Married,Meh...
6791,1945,100436,35,85,1662,50,5,35,3,7,0,11,F,Master,Together,Take my money!!
6792,1942,110389,39,97,1979,65,2,30,2,1,0,11,M,Master,Divorced,OK nice!
6793,1958,86191,22,59,705,64,3,26,4,3,1,31,M,Graduation,Married,Kind of OK
6794,1976,64185,14,83,184,60,2,35,1,2,1,57,F,PhD,Together,Kind of OK
6795,1970,51585,10,29,62,86,1,12,1,0,1,54,F,Master,Single,Kind of OK
6796,1949,79963,13,47,384,34,8,44,4,9,0,21,M,Master,Married,Kind of OK
6797,1985,44436,9,22,20,38,19,30,11,1,1,67,M,1st Cycle,Together,Kind of OK
6798,1941,90838,29,43,1210,52,6,32,3,7,0,18,M,Graduation,Single,OK nice!
6799,1955,75975,20,8,702,38,7,34,13,8,1,17,M,Graduation,Divorced,Meh...
6800,1960,69810,14,78,343,88,0,11,0,1,1,33,F,Graduation,Married,Meh...
6801,1988,40429,13,86,220,50,9,21,14,6,,31,M,2nd Cycle,Single,OK nice!
6802,1959,91433,36,46,1478,59,2,35,3,1,0,33,F,Master,Single,OK nice!
6803,1938,118729,30,52,1409,46,4,41,4,5,0,8,M,Graduation,Married,Take my money!!
6804,1941,121525,35,29,1671,47,0,30,6,16,0,16,M,Graduation,Married,OK nice!
6805,1941,93761,36,6,1599,19,14,47,4,16,,18,M,Graduation,Married,OK nice!
6806,1988,38116,10,42,65,35,7,27,15,16,1,51,M,Graduation,Divorced,OK nice!
6807,1983,61808,13,68,148,40,1,47,8,4,1,67,F,Master,Single,OK nice!
6808,1940,103670,18,60,709,51,6,30,7,6,0,7,M,PhD,Together,Meh...
6809,1963,74708,23,59,549,89,0,10,0,0,1,58,F,Graduation,Married,Meh...
6810,1970,57235,16,78,181,65,1,30,0,4,1,76,M,Graduation,Married,Meh...
6811,1990,39811,7,79,25,7,20,36,29,8,0,62,M,Graduation,Single,Meh...
6812,1954,96291,33,93,1340,59,7,22,6,6,,33,M,Graduation,Together,OK nice!
6813,1974,51538,7,29,68,53,10,29,6,2,1,38,M,Graduation,Single,Meh...
6814,1959,89404,23,44,647,68,2,22,2,5,1,48,M,Graduation,Divorced,Kind of OK
6815,1937,99000,26,90,1153,59,1,34,5,0,0,9,M,Master,Together,OK nice!
6816,1946,94514,23,65,886,46,8,27,9,10,1,24,M,2nd Cycle,Single,Kind of OK
6817,1960,87607,31,77,1080,85,1,12,1,0,0,47,M,1st Cycle,Single,OK nice!
6818,1968,70366,9,22,65,40,11,18,23,8,1,54,M,Graduation,Single,OK nice!
6819,1982,45877,8,398,17,70,7,21,1,1,1,64,M,Graduation,Together,Meh...
6820,1986,29440,10,23,35,32,11,30,11,16,1,66,F,Graduation,Together,Kind of OK
6821,1967,64219,17,81,387,76,2,19,2,0,1,41,F,Graduation,Single,OK nice!
6822,1965,61897,11,6,89,77,1,19,1,1,1,58,M,Graduation,Together,Kind of OK
6823,1955,81722,13,7,303,69,7,15,9,0,1,37,M,Graduation,Single,Kind of OK
6824,1994,36269,13,55,75,13,49,17,16,5,1,73,M,1st Cycle,Single,OK nice!
6825,1989,35599,10,8,57,19,8,50,6,16,1,58,F,Master,Single,Kind of OK
6826,1944,111394,33,57,1535,44,22,24,8,3,0,17,M,Graduation,Widow,Take my money!!
6827,1986,60367,21,78,396,39,4,53,1,3,1,63,M,PhD,Married,OK nice!
6828,1962,68822,11,32,89,64,2,29,2,3,1,65,M,Graduation,Married,Meh...
6829,1994,13778,8,41,40,11,30,14,24,21,1,35,F,1st Cycle,Together,Kind of OK
6830,1968,77979,24,48,713,57,10,18,7,7,1,49,F,1st Cycle,Divorced,OK nice!
6831,1987,37404,11,99,51,59,3,31,5,2,1,65,F,Graduation,Married,Kind of OK
6832,1974,65797,15,3,219,73,1,23,1,1,1,53,M,Graduation,Married,Meh...
6833,1986,37806,11,33,54,35,12,32,8,14,1,65,M,Graduation,Divorced,Kind of OK
6834,1940,100776,40,27,1924,45,8,44,2,0,0,14,M,Master,Widow,OK nice!
6835,1966,80794,28,30,900,82,2,13,3,1,1,48,M,Master,Together,Take my money!!
6836,1951,91156,35,30,1533,88,2,10,0,0,0,21,M,Master,Together,OK nice!
6837,1941,106327,34,43,1600,24,15,38,12,12,0,14,M,Graduation,Married,OK nice!
6838,1942,119854,47,17,2291,18,1,66,2,12,0,25,M,Graduation,Divorced,Take my money!!
6839,1961,70177,30,0,963,75,2,20,1,2,1,56,M,1st Cycle,Together,Take my money!!
6840,1968,50934,17,19,257,91,0,9,0,0,1,53,F,PhD,Married,Kind of OK
6841,1981,71836,20,45,384,58,3,31,3,4,1,66,M,Graduation,Married,Kind of OK
6842,1966,51532,9,35,91,78,2,13,2,5,1,40,M,2nd Cycle,Married,OK nice!
6843,1975,56630,10,72,122,77,1,18,0,4,1,43,M,PhD,Together,OK nice!
6844,1974,48198,9,38,24,62,5,25,8,1,1,64,F,Graduation,Married,OK nice!
6845,1971,66486,14,56,184,37,9,40,8,5,1,53,F,1st Cycle,Together,Meh...
6846,1968,51080,9,44,50,70,2,16,6,6,1,48,F,Graduation,Married,OK nice!
6847,1948,112774,41,86,2046,54,2,39,4,1,0,14,M,PhD,Together,OK nice!
6848,1986,25771,13,39,54,46,2,30,17,5,1,70,M,Graduation,Married,Kind of OK
6849,1974,52678,8,14,93,51,3,34,5,7,,43,M,PhD,Together,OK nice!
6850,1967,63612,12,89,218,55,7,28,5,6,1,46,M,Graduation,Together,OK nice!
6851,1982,56514,12,43,92,71,5,18,1,5,1,70,M,Graduation,Divorced,Meh...
6852,1989,22003,13,8,118,43,2,49,4,3,1,59,M,Master,Single,OK nice!
6853,1978,54107,18,37,297,55,3,37,3,2,1,52,M,PhD,Married,Meh...
6854,1944,104632,41,96,1914,55,3,38,1,3,0,28,F,Master,Widow,Take my money!!
6855,1983,53591,12,96,82,19,1,63,12,5,1,61,M,Graduation,Single,OK nice!
6856,1993,23966,11,8,27,11,6,20,15,48,1,75,M,1st Cycle,Single,Kind of OK
6857,1959,79010,21,68,643,79,1,16,2,3,0,37,M,Graduation,Single,Meh...
6858,1958,78283,14,95,387,69,2,26,2,1,1,21,M,Master,Married,Meh...
6859,1940,106054,31,94,1279,46,5,36,4,8,1,35,M,Graduation,Married,Take my money!!
6860,1960,77991,18,56,383,78,2,18,1,0,1,53,M,Graduation,Together,OK nice!
6861,1968,62405,6,81,37,28,19,20,19,14,1,41,M,1st Cycle,Married,OK nice!
6862,1953,92083,24,16,889,75,4,14,6,1,1,24,F,PhD,Married,Kind of OK
6863,1947,78770,17,79,603,50,11,30,5,4,0,16,M,Graduation,Single,Kind of OK
6864,1957,86865,18,88,543,35,4,47,5,9,1,31,M,Master,Together,OK nice!
6865,1978,55802,8,47,44,70,2,25,1,2,1,59,F,Graduation,Married,OK nice!
6866,1962,86602,24,55,773,77,2,19,1,1,1,52,F,PhD,Together,OK nice!
6867,1986,24593,11,40,42,17,1,42,20,20,1,62,M,Graduation,Single,Meh...
6868,1942,95432,38,12,1659,58,3,35,2,1,0,20,F,Master,Married,Take my money!!
6869,1979,61463,13,86,87,66,0,32,1,1,1,61,F,Graduation,Together,Meh...
6870,1983,46278,18,78,297,38,16,37,1,8,1,53,M,Graduation,Together,OK nice!
6871,1986,40119,10,49,41,34,21,40,1,4,,64,F,Graduation,Married,Meh...
6872,1959,70896,14,54,348,35,18,26,15,6,1,22,F,Graduation,Together,Meh...
6873,1963,67872,14,88,183,77,2,17,1,3,1,64,M,Master,Married,Kind of OK
6874,1991,55977,22,9,487,30,9,37,22,2,0,61,M,1st Cycle,Single,Meh...
6875,1947,111372,32,91,1342,70,5,23,1,2,1,32,M,Graduation,Married,OK nice!
6876,1974,71616,25,29,838,24,3,37,13,23,0,38,M,Graduation,Married,OK nice!
6877,1985,54624,12,58,120,42,1,45,0,12,1,62,F,Graduation,Married,Meh...
6878,1975,70826,9,23,90,51,15,14,11,9,1,48,F,Master,Divorced,OK nice!
6879,1975,57593,11,35,54,57,1,35,1,5,1,66,F,Graduation,Single,OK nice!
6880,1943,104644,41,45,2045,18,8,37,10,27,0,9,M,Graduation,Married,OK nice!
6881,1968,57868,13,12,118,86,0,13,0,0,0,61,M,Graduation,Widow,OK nice!
6882,1961,74765,13,30,219,88,1,10,0,1,1,38,M,,Divorced,Meh...
6883,1955,93932,38,73,1533,44,10,35,7,4,1,35,F,Graduation,Divorced,OK nice!
6884,1960,93110,27,50,891,81,3,14,1,1,1,46,F,Graduation,Married,Take my money!!
6885,1950,96884,47,93,2043,53,4,25,9,9,0,30,M,Graduation,Divorced,Take my money!!
6886,1983,28488,12,36,42,76,3,18,1,3,1,74,F,Graduation,Married,OK nice!
6887,1951,86393,18,23,598,69,1,20,5,5,1,19,F,Graduation,Single,OK nice!
6888,1947,84729,23,34,894,35,3,49,6,8,0,15,F,Master,Married,OK nice!
6889,1976,49329,10,72,68,64,6,19,10,0,1,49,M,Graduation,Single,Kind of OK
6890,1971,74552,30,32,1013,38,6,36,9,10,1,47,M,2nd Cycle,Married,Take my money!!
6891,1961,81178,21,95,662,73,4,13,4,6,1,37,M,Graduation,Married,Kind of OK
6892,1972,40696,12,6,299,60,3,28,5,4,,13,M,Graduation,Married,Kind of OK
6893,1971,54923,14,24,149,72,3,20,1,4,1,64,M,1st Cycle,Married,Kind of OK
6894,1960,52795,10,59,64,76,1,20,1,2,1,49,F,2nd Cycle,Single,Meh...
6895,1977,45604,6,95,53,40,8,34,7,11,0,35,M,Master,Together,OK nice!
6896,1950,101697,24,33,832,44,6,20,12,18,1,32,M,1st Cycle,Single,Meh...
6897,1936,113823,29,33,1339,26,4,64,2,4,0,19,M,PhD,Together,OK nice!
6898,1937,118887,41,9,2108,25,24,35,9,7,0,10,F,Graduation,Married,Take my money!!
6899,1967,73312,6,16,70,34,18,19,21,8,1,35,M,2nd Cycle,Married,Kind of OK
6900,1952,91487,25,26,900,44,8,27,9,12,1,28,M,Graduation,Single,OK nice!
6901,1979,55776,12,94,62,87,1,11,1,0,1,64,M,Graduation,Married,Kind of OK
6902,1986,54975,7,143,16,47,21,30,1,1,1,60,M,Master,Single,OK nice!
6903,1949,110084,41,89,1919,68,6,15,1,9,0,29,M,Graduation,Widow,Take my money!!
6904,1966,64399,10,72,118,83,1,14,1,1,1,45,F,Graduation,Together,Kind of OK
6905,1959,76877,20,71,605,50,6,35,6,3,1,27,F,2nd Cycle,Single,OK nice!
6906,1955,87182,23,43,709,56,1,37,4,2,1,36,M,Graduation,Divorced,OK nice!
6907,1975,51596,17,27,222,79,1,19,0,1,1,63,M,Graduation,Married,Kind of OK
6908,1963,79282,28,29,894,81,2,16,0,1,1,42,M,Graduation,Married,Take my money!!
6909,1967,70956,12,88,223,76,0,19,2,3,1,36,M,Graduation,Single,OK nice!
6910,1949,87308,31,35,1342,31,21,24,15,8,0,16,M,2nd Cycle,Married,OK nice!
6911,1956,86753,26,17,896,76,1,21,1,1,1,31,M,Graduation,Married,OK nice!
6912,1943,96700,28,93,1278,56,0,28,4,12,0,11,M,Graduation,Widow,Take my money!!
6913,1995,34289,11,4,46,4,31,15,22,29,1,67,M,1st Cycle,Single,OK nice!
6914,1970,68969,20,49,431,79,2,15,2,2,1,52,M,Master,Married,Kind of OK
6915,1951,89756,27,73,1090,71,2,17,7,2,0,27,F,Graduation,Together,Take my money!!
6916,1978,43408,12,59,92,91,0,8,0,0,1,57,F,,Married,OK nice!
6917,1951,106845,33,11,1343,72,2,21,3,2,0,43,M,Graduation,Together,Take my money!!
6918,1991,34325,7,92,36,15,20,34,21,10,1,36,M,Graduation,Single,Kind of OK
6919,1987,53640,15,82,180,31,17,45,0,6,1,61,M,,Married,OK nice!
6920,1985,39679,14,87,149,43,3,46,4,4,1,55,F,Graduation,Married,Kind of OK
6921,1940,106995,43,17,2045,48,2,45,0,4,0,17,M,PhD,Married,OK nice!
6922,1946,85742,22,11,769,35,3,47,6,9,0,22,M,Graduation,Together,OK nice!
6923,1942,99791,26,49,1155,52,6,35,0,7,0,10,M,Graduation,Married,OK nice!
6924,1974,65807,11,43,148,73,1,24,1,1,1,44,M,PhD,Widow,Kind of OK
6925,1985,42383,10,15,56,29,13,42,1,15,1,56,F,Graduation,Divorced,Kind of OK
6926,1965,68491,20,84,397,75,2,20,0,3,1,65,M,2nd Cycle,Married,Kind of OK
